CustomerID,Name,Gender,Age,City,Region,Tenure,Balance,CreditScore,ActiveStatus,Salary,Phone,LastTransactionDate,LastTransactionDays,Complaints,Products,Churned,TotalTransactions,TotalTransactionAmount,AvgTransactionAmount
7831781,Catherine Martinez,Female,63,Kochi,South,8,18172,858,Yes,240771,+91 9704499333,1970-01-01 00:00:00.000000014,14,1,2,0,12,74921,6243.416666666667
9883586,Christopher Wells Jr.,Male,64,Patna,East,2,42659,794,Yes,318275,+91 9155236734,1970-01-01 00:00:00.000000006,6,1,2,0,21,102464,4879.238095238095
7984136,Christopher Hood,Male,18,Delhi,North,4,104796,532,No,563231,+91 9100768701,1970-01-01 00:00:00.000000001,1,0,3,0,22,121325,5514.772727272727
2519927,Ryan Jones,Male,37,Chandigarh,North,9,231400,512,Yes,789235,+91 9040039145,1970-01-01 00:00:00.000000005,5,1,1,0,24,126450,5268.75
2590385,Samuel Logan,Male,78,Pune,West,4,159522,753,Yes,286156,+91 9960926684,1970-01-01 00:00:00.000000029,29,3,2,0,21,86230,4106.190476190476
2724426,James Dunn,Male,63,Surat,West,7,106550,443,No,753021,+91 9750968024,1970-01-01 00:00:00.000000026,26,0,3,0,19,93186,4904.526315789473
1256405,Teresa Gonzalez,Female,29,Coimbatore,South,4,8010,674,No,623057,+91 9562763628,1970-01-01 00:00:00.000000008,8,1,2,0,18,89822,4990.111111111111
8553692,Jody Smith,Female,51,Mumbai,West,6,108048,724,Yes,200482,+91 9341469825,1970-01-01 00:00:00.000000040,40,0,1,0,19,86887,4573.0
7099789,Evelyn Petty,Female,69,Madurai,South,6,120494,659,No,499952,+91 9588130304,1970-01-01 00:00:00.000000046,46,2,1,1,21,99481,4737.190476190476
1353246,Jennifer Andrews,Female,69,Coimbatore,South,1,36946,450,Yes,501786,+91 9738251401,1970-01-01 00:00:00.000000033,33,2,1,1,17,69209,4071.1176470588234
3336517,Colton Jackson,Male,27,Jaipur,North,1,203269,817,Yes,686239,+91 9538403450,1970-01-01 00:00:00.000000004,4,1,4,0,27,160444,5942.37037037037
2270634,Christopher Mccarthy,Male,69,Lucknow,North,4,56904,642,No,28820,+91 9576553589,1970-01-01 00:00:00.000000041,41,0,4,1,13,64325,4948.076923076923
5306256,Tyler Smith,Male,42,Bangalore,South,2,267614,695,Yes,163137,+91 9502907390,1970-01-01 00:00:00.000000013,13,0,4,1,19,82736,4354.526315789473
7203034,Steven Dawson,Male,42,Mumbai,West,9,237632,573,Yes,467706,+91 9755583300,1970-01-01 00:00:00.000000005,5,2,2,0,25,131060,5242.4
8901848,Angela Robinson,Female,77,Mumbai,West,1,25617,873,Yes,717302,+91 9701365775,1970-01-01 00:00:00.000000008,8,3,3,0,24,108738,4530.75
2924777,Robert Griffith,Male,71,Kolkata,East,2,42179,628,No,382485,+91 9617404436,1970-01-01 00:00:00.000000015,15,2,2,0,23,128554,5589.304347826087
6306841,George Mata,Male,76,Lucknow,North,5,69792,702,Yes,691284,+91 9778418086,1970-01-01 00:00:00.000000078,78,0,3,1,14,63594,4542.428571428572
2943447,Patricia Griffin,Female,61,Ahmedabad,West,7,105814,823,Yes,98508,+91 9608003668,1970-01-01 00:00:00.000000058,58,2,1,0,13,56247,4326.692307692308
2116873,Thomas Johnson,Male,18,Visakhapatnam,East,2,21435,625,No,691786,+91 9562590729,1970-01-01 00:00:00.000000082,82,2,4,0,15,76316,5087.733333333334
4511585,Patricia Williams,Female,79,Kolkata,East,3,209982,631,Yes,276150,+91 9032225948,1970-01-01 00:00:00.000000009,9,0,1,1,23,112384,4886.260869565217
6593523,Mark Chapman,Male,59,Pune,West,7,69116,462,Yes,730198,+91 9777321449,1970-01-01 00:00:00.000000009,9,1,1,1,23,103327,4492.478260869565
8293981,Jennifer Koch,Female,36,Mysuru,South,2,285221,824,Yes,492727,+91 9593632738,1970-01-01 00:00:00.000000036,36,0,1,0,23,105415,4583.260869565217
7840981,Michael Lee,Male,21,Bangalore,South,4,266577,853,Yes,383585,+91 9276163972,1970-01-01 00:00:00.000000016,16,1,3,0,20,109770,5488.5
7372936,Jamie Wyatt,Female,18,Trichy,South,3,221571,579,Yes,282734,+91 9360182449,1970-01-01 00:00:00.000000006,6,1,1,0,20,111823,5591.15
9107819,Matthew Lowe,Male,74,Kolkata,East,6,178553,451,Yes,652197,+91 9352967614,1970-01-01 00:00:00.000000019,19,1,4,0,25,162536,6501.44
3856846,Kelsey White,Female,33,Madurai,South,9,62870,896,Yes,336498,+91 9632700534,1970-01-01 00:00:00.000000043,43,1,1,0,19,87411,4600.578947368421
6542560,Justin Wood,Male,45,Madurai,South,8,185549,622,Yes,697056,+91 9825513237,1970-01-01 00:00:00.000000011,11,2,3,1,26,124907,4804.115384615385
6069117,Jennifer Golden,Female,40,Jaipur,North,5,101530,897,Yes,365541,+91 9048633786,1970-01-01 00:00:00.000000006,6,3,1,0,19,86449,4549.9473684210525
9412239,Tammy Choi,Female,42,Kolkata,East,6,116059,663,Yes,193755,+91 9162898526,1970-01-01 00:00:00.000000010,10,1,2,0,24,104444,4351.833333333333
7232703,Rachel Houston,Female,39,Jaipur,North,1,212951,619,No,548425,+91 9080397178,1970-01-01 00:00:00.000000037,37,0,4,0,15,78022,5201.466666666666
6036049,Jason Savage,Male,36,Bangalore,South,5,169675,864,Yes,188131,+91 9185734456,1970-01-01 00:00:00.000000002,2,2,1,0,26,140482,5403.153846153846
4936446,Jennifer Armstrong,Female,59,Visakhapatnam,East,3,289728,580,Yes,259732,+91 9957604626,1970-01-01 00:00:00.000000004,4,2,1,0,17,83619,4918.764705882353
2839093,Jennifer Torres,Female,27,Kolkata,East,2,41069,619,No,172967,+91 9493461082,1970-01-01 00:00:00.000000022,22,0,4,1,22,108220,4919.090909090909
1190055,Samantha Ross,Female,57,Surat,West,5,273986,588,Yes,30101,+91 9958820039,1970-01-01 00:00:00.000000019,19,1,1,0,20,95598,4779.9
8586052,Elizabeth Ball,Female,55,Mumbai,West,1,80886,802,No,157799,+91 9929106785,1970-01-01 00:00:00.000000009,9,1,2,1,21,110784,5275.428571428572
3794766,Ashley Arroyo,Female,68,Madurai,South,4,75570,856,Yes,572719,+91 9337728580,1970-01-01 00:00:00.000000016,16,0,4,0,18,53819,2989.9444444444443
6235835,Todd Mcintyre,Male,36,Chandigarh,North,2,274096,470,No,216771,+91 9316492029,1970-01-01 00:00:00.000000007,7,2,4,1,18,85320,4740.0
9726843,Charles Brewer,Male,46,Hyderabad,South,4,145638,779,Yes,315445,+91 9933920259,1970-01-01 00:00:00.000000004,4,0,2,1,14,71264,5090.285714285715
5674373,Jacob Mason,Male,70,Delhi,North,1,165125,501,No,731401,+91 9988361512,1970-01-01 00:00:00.000000056,56,2,1,0,16,76065,4754.0625
2403899,Vanessa Price,Female,28,Bhopal,East,7,66938,547,Yes,305357,+91 9120020183,1970-01-01 00:00:00.000000085,85,3,4,0,14,58861,4204.357142857143
8150495,Jennifer Wolfe,Female,53,Trichy,South,5,146956,772,Yes,651904,+91 9544362477,1970-01-01 00:00:00.000000014,14,1,4,0,21,98599,4695.190476190476
4491317,Rachael Burns,Female,21,Mumbai,West,1,36526,582,Yes,108798,+91 9410501656,1970-01-01 00:00:00.000000060,60,2,3,0,20,123993,6199.65
4287940,Shelly Stephens,Female,72,Mysuru,South,8,171264,740,Yes,111716,+91 9121468897,1970-01-01 00:00:00.000000030,30,2,2,0,19,85499,4499.9473684210525
9022250,Kylie Munoz,Female,23,Chandigarh,North,7,102520,638,Yes,68643,+91 9712462082,1970-01-01 00:00:00.000000025,25,1,2,0,31,162599,5245.129032258064
5516058,Kelly Hurst,Female,20,Chandigarh,North,2,290715,761,Yes,400264,+91 9188814029,1970-01-01 00:00:00.000000001,1,1,2,0,21,121491,5785.285714285715
2645642,Matthew Richard,Male,29,Mumbai,West,3,198240,581,No,244215,+91 9332530869,1970-01-01 00:00:00.000000083,83,1,4,1,21,96737,4606.523809523809
9933473,Richard Ellis,Male,71,Pune,West,6,199205,571,Yes,532200,+91 9545154555,1970-01-01 00:00:00.000000004,4,0,3,0,18,92007,5111.5
1870398,Heather Bentley,Female,29,Bangalore,South,4,192850,427,Yes,567652,+91 9053594980,1970-01-01 00:00:00.000000022,22,1,1,0,20,108408,5420.4
7545808,Jordan Jensen,Male,74,Chennai,South,9,26969,453,Yes,253060,+91 9604596480,1970-01-01 00:00:00.000000022,22,1,3,0,17,78890,4640.588235294118
7538410,Lindsey Wade,Female,77,Coimbatore,South,5,286978,529,No,160832,+91 9849987423,1970-01-01 00:00:00.000000004,4,0,2,0,20,127600,6380.0
9074546,Trevor Nielsen,Male,74,Jaipur,North,9,288572,767,Yes,637655,+91 9675975947,1970-01-01 00:00:00.000000001,1,1,3,0,26,128404,4938.615384615385
9582640,Brian Wilson,Male,24,Kolkata,East,1,171139,558,No,527578,+91 9379552141,1970-01-01 00:00:00.000000005,5,0,2,0,23,118972,5172.695652173913
5357315,John Griffith,Male,51,Visakhapatnam,East,9,86212,555,Yes,539014,+91 9469730134,1970-01-01 00:00:00.000000008,8,1,1,0,22,109257,4966.227272727273
6760498,Joyce Rodriguez,Female,71,Chennai,South,2,147894,674,Yes,690758,+91 9725691621,1970-01-01 00:00:00.000000018,18,3,3,0,23,119162,5180.95652173913
3490490,Marissa Mejia,Female,49,Mumbai,West,5,93708,591,No,249524,+91 9107984930,1970-01-01 00:00:00.000000009,9,1,3,0,15,68261,4550.733333333334
2679286,Pamela Morrison,Female,24,Bangalore,South,1,123822,762,Yes,75572,+91 9965912629,1970-01-01 00:00:00.000000015,15,1,3,0,20,128340,6417.0
4177862,Bryan Norman,Male,24,Coimbatore,South,9,172057,574,Yes,750539,+91 9399853950,1970-01-01 00:00:00.000000007,7,3,3,0,15,71724,4781.6
8919511,Kayla Combs,Female,63,Kochi,South,2,170339,571,No,243526,+91 9864952546,1970-01-01 00:00:00.000000023,23,0,2,0,16,72551,4534.4375
9234230,Amanda Castaneda,Female,73,Bhopal,East,8,250885,607,Yes,679599,+91 9818133281,1970-01-01 00:00:00.000000010,10,1,2,0,17,97705,5747.35294117647
4645074,Nicole Harris,Female,43,Lucknow,North,2,20080,621,Yes,494815,+91 9321913172,1970-01-01 00:00:00.000000003,3,0,4,0,27,148885,5514.259259259259
9364109,Natalie Keith,Female,45,Kochi,South,6,45340,562,No,534066,+91 9775278583,1970-01-01 00:00:00.000000061,61,0,3,1,21,108801,5181.0
4314592,Lisa Mitchell,Female,32,Surat,West,3,123746,651,Yes,599481,+91 9686342484,1970-01-01 00:00:00.000000029,29,3,4,0,20,97317,4865.85
2669446,Melissa Knight,Female,30,Kochi,South,9,290186,568,Yes,512205,+91 9738609093,1970-01-01 00:00:00.000000003,3,0,2,0,19,88244,4644.421052631579
7603739,Amanda Watson,Female,65,Trichy,South,7,240774,734,Yes,242380,+91 9330216351,1970-01-01 00:00:00.000000037,37,0,2,0,12,72366,6030.5
2549264,Jeffrey Stark,Male,36,Coimbatore,South,1,290650,581,No,796784,+91 9236032447,1970-01-01 00:00:00.000000001,1,1,3,1,18,83448,4636.0
7027397,Jennifer Watkins,Female,20,Bhopal,East,8,18352,646,Yes,545181,+91 9546086283,1970-01-01 00:00:00.000000036,36,0,4,0,20,96995,4849.75
8330497,Craig Davis,Male,61,Lucknow,North,9,167147,700,Yes,319873,+91 9311661298,1970-01-01 00:00:00.000000025,25,4,2,0,24,142716,5946.5
2522694,Paige Macias,Female,35,Mumbai,West,4,94769,749,Yes,578895,+91 9068219113,1970-01-01 00:00:00.000000001,1,2,1,0,29,122517,4224.724137931034
6474934,Patricia Lynch,Female,25,Bangalore,South,3,174334,697,Yes,155253,+91 9583436979,1970-01-01 00:00:00.000000006,6,1,3,0,25,127434,5097.36
5444046,Andrew Carter,Male,42,Kochi,South,8,40711,768,Yes,653600,+91 9688091504,1970-01-01 00:00:00.000000002,2,0,4,0,15,65638,4375.866666666667
1032283,Carlos Robles,Male,79,Ahmedabad,West,5,170147,538,Yes,37857,+91 9603109021,1970-01-01 00:00:00.000000018,18,1,2,0,23,133615,5809.347826086957
1519707,Donald Bentley,Male,33,Ahmedabad,West,8,20744,894,Yes,23872,+91 9455593104,1970-01-01 00:00:00.000000010,10,2,1,0,21,120234,5725.428571428572
7449751,Anthony Baxter,Male,68,Chennai,South,7,299717,620,Yes,330948,+91 9732759198,1970-01-01 00:00:00.000000028,28,3,1,0,18,91885,5104.722222222223
3748816,Jacob Medina,Male,25,Mumbai,West,3,213471,723,Yes,396467,+91 9582879208,1970-01-01 00:00:00.000000004,4,0,2,0,27,160224,5934.222222222223
8792487,Samuel Becker,Male,43,Lucknow,North,8,81813,872,Yes,491012,+91 9807937740,1970-01-01 00:00:00.000000019,19,0,2,0,18,80155,4453.055555555556
9336968,Tammy Jones,Female,63,Trichy,South,5,225514,511,No,549844,+91 9248301277,1970-01-01 00:00:00.000000022,22,2,4,1,23,91935,3997.1739130434785
6832158,Kimberly Arias,Female,22,Chandigarh,North,1,69137,776,Yes,513310,+91 9373960266,1970-01-01 00:00:00.000000015,15,2,1,0,17,82245,4837.941176470588
3240685,Brent Kelly,Male,56,Pune,West,6,97399,686,No,630059,+91 9591055245,1970-01-01 00:00:00.000000051,51,2,3,1,22,123082,5594.636363636364
9596150,Lisa Johnson,Female,54,Surat,West,3,25457,686,Yes,566532,+91 9501054980,1970-01-01 00:00:00.000000038,38,0,3,0,15,83534,5568.933333333333
8146665,Jeremy Arias,Male,52,Visakhapatnam,East,8,251756,548,Yes,448584,+91 9331907654,1970-01-01 00:00:00.000000009,9,2,3,0,22,126723,5760.136363636364
7033889,Nathaniel Williams,Male,45,Chennai,South,1,277908,780,No,187450,+91 9707620032,1970-01-01 00:00:00.000000013,13,2,4,1,17,86793,5105.470588235294
8010798,Christina Shields,Female,49,Bangalore,South,5,3023,711,Yes,39626,+91 9213406191,1970-01-01 00:00:00.000000002,2,0,3,0,24,133262,5552.583333333333
1112374,Kevin Lewis,Male,56,Mysuru,South,8,287007,415,Yes,622955,+91 9982924963,1970-01-01 00:00:00.000000003,3,0,2,0,24,136658,5694.083333333333
7877745,April Butler,Female,74,Trichy,South,9,151707,791,Yes,646592,+91 9768090050,1970-01-01 00:00:00.000000015,15,2,2,0,28,141202,5042.928571428572
4688279,Tracy Berger,Female,29,Bangalore,South,7,125944,827,Yes,571560,+91 9116349098,1970-01-01 00:00:00.000000008,8,0,4,0,23,138916,6039.826086956522
2441724,Julia Harrison,Female,50,Bangalore,South,3,114308,727,No,190426,+91 9064251586,1970-01-01 00:00:00.000000022,22,2,4,1,16,68920,4307.5
8824322,Peter Mckee,Male,21,Bangalore,South,2,255475,776,Yes,569373,+91 9109448205,1970-01-01 00:00:00.000000005,5,0,2,0,25,137472,5498.88
4369112,David Carr,Male,38,Trichy,South,2,17989,806,Yes,408662,+91 9951211158,1970-01-01 00:00:00.000000019,19,1,1,0,22,119416,5428.0
1430224,Pamela Evans,Female,56,Ahmedabad,West,4,26630,524,Yes,415478,+91 9381959019,1970-01-01 00:00:00.000000047,47,1,4,0,22,84802,3854.6363636363635
5116394,Glenn Lang,Male,46,Lucknow,North,9,266892,409,Yes,601086,+91 9673187473,1970-01-01 00:00:00.000000011,11,0,2,1,21,121846,5802.190476190476
3422617,Katie King,Female,72,Chennai,South,2,1360,851,Yes,410882,+91 9399652037,1970-01-01 00:00:00.000000006,6,3,4,1,15,88520,5901.333333333333
3514136,William Chase,Male,62,Trichy,South,5,275840,845,Yes,187900,+91 9632982791,1970-01-01 00:00:00.000000010,10,4,4,0,15,55740,3716.0
3288623,Michael Young,Male,64,Mumbai,West,9,254996,845,Yes,436654,+91 9311160791,1970-01-01 00:00:00.000000013,13,1,2,0,19,108450,5707.894736842105
3404940,Christian Hutchinson,Male,75,Ahmedabad,West,2,198035,553,No,604035,+91 9690581721,1970-01-01 00:00:00.000000007,7,1,2,0,21,121443,5783.0
6236211,Victor Frey,Male,35,Mysuru,South,8,228771,434,Yes,730578,+91 9719379617,1970-01-01 00:00:00.000000023,23,2,2,0,18,94132,5229.555555555556
2191838,Manuel Mitchell,Male,58,Trichy,South,4,70753,458,No,717404,+91 9965400130,1970-01-01 00:00:00.000000020,20,0,3,1,14,44468,3176.285714285714
7882297,Samuel Thompson,Male,21,Chandigarh,North,8,194781,491,Yes,229107,+91 9651329642,1970-01-01 00:00:00.000000001,1,0,4,0,24,157286,6553.583333333333
9577587,Dr. Gwendolyn Bennett,Female,59,Pune,West,8,88382,667,Yes,788896,+91 9418185616,1970-01-01 00:00:00.000000011,11,3,2,0,14,63783,4555.928571428572
8117570,Darrell Ware,Male,63,Ahmedabad,West,5,2832,849,Yes,130851,+91 9235186309,1970-01-01 00:00:00.000000024,24,2,4,0,19,124654,6560.736842105263
5576366,Teresa Andersen,Female,54,Bhopal,East,6,247702,854,Yes,174643,+91 9031912448,1970-01-01 00:00:00.000000005,5,1,1,0,12,79958,6663.166666666667
9963519,Jennifer Harris,Female,58,Hyderabad,South,3,115133,850,Yes,154079,+91 9956805815,1970-01-01 00:00:00.000000006,6,0,1,0,17,93627,5507.470588235294
7418698,Christina Bridges,Female,48,Hyderabad,South,7,136825,442,Yes,264264,+91 9978452697,1970-01-01 00:00:00.000000070,70,3,4,0,15,72150,4810.0
1320131,Jose Kim,Male,63,Jaipur,North,6,10711,871,Yes,136160,+91 9376035280,1970-01-01 00:00:00.000000024,24,0,3,0,15,86557,5770.466666666666
1485615,Michael Smith,Male,37,Lucknow,North,2,13355,769,Yes,771912,+91 9469269613,1970-01-01 00:00:00.000000066,66,1,1,0,11,62260,5660.0
9877346,Jacob Wallace,Male,60,Hyderabad,South,5,131864,844,Yes,234419,+91 9801015757,1970-01-01 00:00:00.000000001,1,0,3,0,20,105484,5274.2
2146129,Ronald Ray,Male,29,Kochi,South,1,265657,731,No,128457,+91 9707678675,1970-01-01 00:00:00.000000012,12,1,1,0,29,113381,3909.689655172414
2702205,Joseph Grant,Male,57,Lucknow,North,5,286188,408,No,438317,+91 9511740571,1970-01-01 00:00:00.000000013,13,2,3,0,13,48801,3753.923076923077
8944823,Dawn Johnson,Female,20,Coimbatore,South,4,192752,666,Yes,290673,+91 9278651985,1970-01-01 00:00:00.000000003,3,1,1,0,15,79950,5330.0
3480455,Michael Stewart,Male,54,Bangalore,South,3,127581,876,Yes,416853,+91 9844702836,1970-01-01 00:00:00.000000009,9,0,3,0,21,120111,5719.571428571428
1705781,Joshua Butler,Male,23,Chennai,South,1,123758,747,Yes,379496,+91 9428951110,1970-01-01 00:00:00.000000013,13,1,3,1,19,98799,5199.9473684210525
7485090,Tracey Wiggins,Female,67,Bangalore,South,3,59217,522,No,724221,+91 9760837923,1970-01-01 00:00:00.000000012,12,2,3,1,15,77496,5166.4
5209661,William Cruz,Male,51,Madurai,South,7,248903,458,Yes,221060,+91 9156775316,1970-01-01 00:00:00.000000036,36,1,4,1,12,62282,5190.166666666667
1087538,Stephanie Williams,Female,33,Patna,East,8,225134,586,Yes,124294,+91 9900337344,1970-01-01 00:00:00.000000005,5,1,2,1,23,126520,5500.869565217391
4795778,Kristine Silva,Female,33,Madurai,South,4,145256,410,No,754742,+91 9206068847,1970-01-01 00:00:00.000000003,3,1,3,1,22,121857,5538.954545454545
2040542,Mr. Bruce Young,Male,77,Madurai,South,7,217084,776,Yes,733888,+91 9008292638,1970-01-01 00:00:00.000000033,33,2,2,0,26,122101,4696.192307692308
5053832,Mary Goodwin,Female,28,Pune,West,3,30945,717,Yes,255335,+91 9793058977,1970-01-01 00:00:00.000000007,7,1,3,0,14,78041,5574.357142857143
1924732,Ashley Lee,Female,50,Coimbatore,South,7,155964,444,Yes,785109,+91 9316013517,1970-01-01 00:00:00.000000025,25,0,4,0,17,95294,5605.529411764706
4396653,Tracy Roth,Female,19,Mumbai,West,6,228782,724,Yes,598251,+91 9725555868,1970-01-01 00:00:00.000000021,21,0,2,0,17,75565,4445.0
6907461,Wendy Santos,Female,36,Kochi,South,3,15588,512,No,387397,+91 9821834515,1970-01-01 00:00:00.000000036,36,3,4,0,15,67514,4500.933333333333
8182231,Kelsey Fuller,Female,61,Surat,West,9,95543,598,Yes,69598,+91 9841727635,1970-01-01 00:00:00.000000006,6,3,4,0,21,107179,5103.761904761905
3753678,Tina Schmidt,Female,47,Bhopal,East,1,21855,483,No,106357,+91 9193631596,1970-01-01 00:00:00.000000039,39,1,3,0,18,100547,5585.944444444444
1121105,Joseph Hoover,Male,27,Surat,West,9,70135,679,Yes,248539,+91 9099968720,1970-01-01 00:00:00.000000048,48,0,2,0,27,135379,5014.037037037037
6440733,Michael Mendoza,Male,46,Mumbai,West,5,34571,706,Yes,541236,+91 9058474821,1970-01-01 00:00:00.000000001,1,2,4,0,11,57226,5202.363636363636
5434671,Kristina Anderson,Female,26,Jaipur,North,7,22205,825,Yes,340804,+91 9816344897,1970-01-01 00:00:00.000000002,2,2,1,0,17,85565,5033.235294117647
6640128,Kristy Jackson,Female,22,Patna,East,2,142010,760,Yes,439885,+91 9766136609,1970-01-01 00:00:00.000000009,9,0,4,0,26,151904,5842.461538461538
9148581,Mark Benson,Male,31,Coimbatore,South,7,144402,553,Yes,580621,+91 9781470021,1970-01-01 00:00:00.000000001,1,1,1,0,23,119780,5207.826086956522
8553651,Randall Fox,Male,56,Patna,East,4,207477,666,Yes,538306,+91 9196032156,1970-01-01 00:00:00.000000007,7,3,3,0,19,96409,5074.1578947368425
1286008,Debra Briggs,Female,69,Trichy,South,9,186927,402,No,436082,+91 9901688045,1970-01-01 00:00:00.000000034,34,5,3,1,11,61798,5618.0
9265830,Dr. Erik Young,Male,26,Surat,West,8,49423,700,Yes,396159,+91 9783741178,1970-01-01 00:00:00.000000020,20,3,2,0,19,97488,5130.9473684210525
1806584,Ashley Pineda,Female,58,Ahmedabad,West,6,127939,899,Yes,727640,+91 9591134365,1970-01-01 00:00:00.000000003,3,0,3,0,21,111223,5296.333333333333
2430532,Mary Fleming,Female,52,Trichy,South,3,246201,696,Yes,525534,+91 9599597678,1970-01-01 00:00:00.000000013,13,1,3,0,24,106347,4431.125
5642803,Kimberly Stephenson,Female,77,Mysuru,South,5,111440,587,Yes,577778,+91 9617467273,1970-01-01 00:00:00.000000015,15,2,4,0,17,85295,5017.35294117647
7477491,Linda Jordan,Female,77,Hyderabad,South,3,66274,597,No,417899,+91 9209713126,1970-01-01 00:00:00.000000002,2,0,1,0,23,117385,5103.695652173913
3653949,Kyle Lewis,Male,69,Chandigarh,North,7,77322,772,Yes,353994,+91 9035484253,1970-01-01 00:00:00.000000076,76,2,1,1,18,111654,6203.0
4127447,Colleen Wilkins,Female,72,Hyderabad,South,4,81751,552,No,628295,+91 9819713387,1970-01-01 00:00:00.000000007,7,2,1,0,18,80389,4466.055555555556
3546139,Troy Cabrera,Male,79,Delhi,North,9,120311,565,No,427871,+91 9662331007,1970-01-01 00:00:00.000000026,26,1,2,1,27,104569,3872.925925925926
4988291,Jeremy Moran,Male,44,Visakhapatnam,East,2,200828,413,No,277138,+91 9357979281,1970-01-01 00:00:00.000000005,5,4,3,0,19,95928,5048.8421052631575
2103327,Teresa Osborne,Female,70,Kochi,South,5,219800,704,Yes,555747,+91 9576164576,1970-01-01 00:00:00.000000025,25,0,4,1,19,90078,4740.9473684210525
8883747,Julia Warren,Female,20,Trichy,South,4,60920,485,Yes,36533,+91 9697541935,1970-01-01 00:00:00.000000002,2,1,1,0,25,142556,5702.24
1307404,Misty Gaines,Female,47,Delhi,North,1,124862,514,No,634401,+91 9047571193,1970-01-01 00:00:00.000000015,15,0,2,1,17,92015,5412.64705882353
9678026,James Bass,Male,28,Bangalore,South,5,278159,694,No,198852,+91 9356961612,1970-01-01 00:00:00.000000012,12,1,2,0,14,80380,5741.428571428572
4996512,John Benjamin,Male,77,Madurai,South,3,64715,506,No,738063,+91 9211043843,1970-01-01 00:00:00.000000004,4,4,4,0,16,76208,4763.0
1399804,Anthony Carlson,Male,31,Kochi,South,6,290327,445,Yes,597219,+91 9845026938,1970-01-01 00:00:00.000000024,24,2,2,0,23,135976,5912.0
8353788,Beverly Dunlap,Female,76,Madurai,South,3,68135,425,No,551272,+91 9181232965,1970-01-01 00:00:00.000000007,7,0,2,1,14,74653,5332.357142857143
5969697,Lisa Allen,Female,27,Kolkata,East,8,173575,772,Yes,249291,+91 9630913948,1970-01-01 00:00:00.000000015,15,1,4,0,19,91076,4793.473684210527
1808406,Holly Montgomery,Female,45,Chennai,South,6,63341,817,Yes,673487,+91 9171791027,1970-01-01 00:00:00.000000023,23,0,4,0,19,93819,4937.8421052631575
6426543,Zachary Horton,Male,50,Kochi,South,5,203274,535,No,321590,+91 9333230739,1970-01-01 00:00:00.000000050,50,1,3,0,15,62020,4134.666666666667
3657191,Ryan Anderson,Male,65,Mysuru,South,5,285208,457,Yes,128928,+91 9579506599,1970-01-01 00:00:00.000000037,37,0,2,0,21,91325,4348.809523809524
1002119,Cheryl Carr,Female,18,Visakhapatnam,East,4,203080,483,No,449910,+91 9630582464,1970-01-01 00:00:00.000000048,48,0,4,1,21,112762,5369.619047619048
9406451,Sean Jones,Male,23,Chennai,South,3,56761,706,No,635226,+91 9523013454,1970-01-01 00:00:00.000000002,2,0,1,0,17,78752,4632.470588235294
9232507,Christopher Le,Male,65,Patna,East,7,74227,500,Yes,395941,+91 9416910114,1970-01-01 00:00:00.000000040,40,2,3,0,23,138387,6016.826086956522
7428908,Wendy Alvarado,Female,37,Surat,West,6,237566,735,Yes,103594,+91 9792743636,1970-01-01 00:00:00.000000001,1,0,2,1,21,83398,3971.3333333333335
2182973,Nicholas Holloway,Male,18,Visakhapatnam,East,8,275198,414,Yes,290837,+91 9682678359,1970-01-01 00:00:00.000000055,55,1,4,0,16,83628,5226.75
3470408,Richard Payne,Male,20,Mysuru,South,2,159143,828,Yes,438494,+91 9284109610,1970-01-01 00:00:00.000000016,16,1,3,0,19,102272,5382.736842105263
6531873,Jordan Bender,Female,73,Mumbai,West,5,274973,548,Yes,538493,+91 9677391911,1970-01-01 00:00:00.000000011,11,0,3,0,21,82262,3917.2380952380954
1345727,Lynn Thomas,Female,20,Mumbai,West,7,285726,576,Yes,211568,+91 9033043700,1970-01-01 00:00:00.000000006,6,0,2,0,20,102809,5140.45
8094510,Kristin Morris,Female,18,Mysuru,South,1,106531,718,Yes,198226,+91 9553039091,1970-01-01 00:00:00.000000007,7,2,4,0,14,70347,5024.785714285715
4867410,Melissa Thompson,Female,48,Mumbai,West,1,153496,484,No,517469,+91 9585114785,1970-01-01 00:00:00.000000015,15,1,3,1,20,99292,4964.6
9178279,James Dudley,Male,40,Mumbai,West,8,135862,408,No,88994,+91 9297304162,1970-01-01 00:00:00.000000001,1,0,2,0,21,91432,4353.9047619047615
2745551,Jose Franco,Male,29,Ahmedabad,West,2,279607,447,No,654212,+91 9735707282,1970-01-01 00:00:00.000000002,2,0,1,0,21,106364,5064.952380952381
7509627,Scott Thomas,Male,50,Lucknow,North,7,60742,467,Yes,72456,+91 9249057045,1970-01-01 00:00:00.000000001,1,1,4,0,25,133211,5328.44
5574167,David Garner,Male,40,Kolkata,East,6,117874,592,Yes,618835,+91 9430963837,1970-01-01 00:00:00.000000015,15,1,4,0,24,112592,4691.333333333333
4735774,Stephen Soto,Male,55,Madurai,South,4,256111,420,No,594132,+91 9340471312,1970-01-01 00:00:00.000000026,26,1,1,0,15,75070,5004.666666666667
7820317,Michael Ford,Male,44,Hyderabad,South,9,23715,520,Yes,703371,+91 9578664198,1970-01-01 00:00:00.000000016,16,1,3,0,15,76772,5118.133333333333
3166265,Christopher Salazar,Male,41,Ahmedabad,West,5,132628,442,No,778070,+91 9207278368,1970-01-01 00:00:00.000000014,14,1,3,1,23,136023,5914.04347826087
